#  X   Y
	 0	 47.000000
	 1	 42.000000
	 2	 35.000000
	 3	 26.000000
	 4	 13.000000
	 5	 -8.500000
	 6	 -34.500000
	 7	 -59.500000
	 8	 -81.000000
	 9	 -100.500000
	 10	 -115.000000
	 11	 -117.500000
	 12	 -110.500000
	 13	 -97.000000
	 14	 -78.500000
	 15	 -57.500000
	 16	 -39.000000
	 17	 -25.000000
	 18	 -9.000000
	 19	 14.000000
	 20	 36.500000
	 21	 48.500000
	 22	 55.000000
	 23	 67.000000
	 24	 74.000000
	 25	 62.000000
	 26	 43.500000
	 27	 30.000000
	 28	 23.500000
	 29	 16.500000
	 30	 6.500000
	 31	 6.000000
	 32	 13.000000
	 33	 13.500000
	 34	 12.500000
	 35	 18.000000
	 36	 17.000000
	 37	 16.000000
	 38	 19.000000
	 39	 19.500000
	 40	 20.000000
	 41	 12.500000
	 42	 -3.000000
	 43	 -4.000000
	 44	 -9.000000
	 45	 -28.500000
	 46	 -36.500000
	 47	 -48.000000
	 48	 -102.500000
	 49	 -193.000000
	 50	 -292.000000
	 51	 -381.500000
	 52	 -463.000000
	 53	 -548.500000
	 54	 -595.000000
	 55	 -552.000000
	 56	 -454.500000
	 57	 -347.500000
	 58	 -251.500000
	 59	 -153.500000
	 60	 -53.000000
	 61	 38.500000
	 62	 171.000000
	 63	 357.000000
	 64	 543.000000
	 65	 727.500000
	 66	 913.000000
	 67	 1091.000000
	 68	 1187.000000
	 69	 1110.000000
	 70	 928.000000
	 71	 750.000000
	 72	 569.000000
	 73	 371.500000
	 74	 190.500000
	 75	 46.000000
	 76	 -56.500000
	 77	 -152.500000
	 78	 -268.500000
	 79	 -364.500000
	 80	 -452.500000
	 81	 -570.500000
	 82	 -622.500000
	 83	 -573.000000
	 84	 -488.500000
	 85	 -394.500000
	 86	 -304.000000
	 87	 -206.500000
	 88	 -93.500000
	 89	 -25.000000
	 90	 -7.000000
	 91	 7.500000
	 92	 10.000000
	 93	 0.000000
	 94	 -0.500000
	 95	 1.000000
	 96	 5.000000
	 97	 2.000000
	 98	 -0.500000
	 99	 10.500000
	 100	 24.500000
	 101	 23.500000
	 102	 18.000000
	 103	 11.000000
	 104	 10.500000
	 105	 6.500000
	 106	 -1.000000
	 107	 -3.500000
	 108	 -3.500000
	 109	 -2.500000
	 110	 -1.500000
	 111	 -5.000000
	 112	 -6.500000
	 113	 -2.500000
	 114	 -3.500000
	 115	 -1.000000
	 116	 1.500000
	 117	 2.000000
	 118	 4.000000
	 119	 2.500000
	 120	 -0.500000
	 121	 -5.500000
	 122	 -18.000000
	 123	 -19.500000
