#	 X	 Y
	 471	 112
	 472	 107
	 473	 110
	 474	 114
	 475	 112
	 476	 107
	 477	 108
	 478	 112
	 479	 112
	 480	 118
	 481	 117
	 482	 115
	 483	 114
	 484	 117
	 485	 119
	 486	 119
	 487	 115
	 488	 114
	 489	 117
	 490	 113
	 491	 109
	 492	 113
	 493	 115
	 494	 114
	 495	 115
	 496	 113
	 497	 110
	 498	 112
	 499	 114
	 500	 111
	 501	 112
	 502	 114
	 503	 112
	 504	 109
	 505	 105
	 506	 111
	 507	 116
	 508	 111
	 509	 111
	 510	 117
	 511	 117
	 512	 117
	 513	 118
	 514	 115
	 515	 115
	 516	 119
	 517	 117
	 518	 113
	 519	 115
	 520	 114
	 521	 114
	 522	 112
	 523	 110
	 524	 110
	 525	 113
	 526	 114
	 527	 112
	 528	 115
	 529	 114
	 530	 117
	 531	 114
	 532	 115
	 533	 109
	 534	 112
	 535	 113
	 536	 115
	 537	 113
	 538	 112
	 539	 112
	 540	 112
	 541	 112
	 542	 114
	 543	 116
	 544	 112
	 545	 114
	 546	 118
	 547	 121
	 548	 121
	 549	 118
	 550	 115
	 551	 113
	 552	 115
	 553	 115
	 554	 119
	 555	 118
	 556	 113
	 557	 119
	 558	 123
	 559	 117
	 560	 113
	 561	 112
	 562	 112
	 563	 113
	 564	 114
	 565	 114
	 566	 114
	 567	 114
	 568	 114
	 569	 115
	 570	 114
	 571	 112
	 572	 113
	 573	 115
	 574	 113
	 575	 108
	 576	 108
	 577	 112
	 578	 111
	 579	 109
	 580	 111
	 581	 113
	 582	 113
	 583	 113
	 584	 114
	 585	 113
	 586	 112
	 587	 112
	 588	 112
	 589	 111
	 590	 109
	 591	 108
	 592	 108
	 593	 105
	 594	 104
	 595	 107
	 596	 111
	 597	 111
	 598	 108
	 599	 107
	 600	 108
	 601	 109
	 602	 110
	 603	 108
	 604	 105
	 605	 105
	 606	 108
	 607	 111
	 608	 112
	 609	 111
	 610	 110
	 611	 110
	 612	 111
	 613	 112
	 614	 109
	 615	 106
	 616	 107
	 617	 110
	 618	 109
	 619	 108
	 620	 111
	 621	 111
	 622	 109
	 623	 108
	 624	 110
	 625	 110
	 626	 109
	 627	 109
	 628	 108
	 629	 107
	 630	 107
	 631	 108
	 632	 107
	 633	 108
	 634	 108
	 635	 107
	 636	 107
	 637	 108
	 638	 108
	 639	 107
