#	 X	 Y
	 0	 103
	 1	 104
	 2	 105
	 3	 105
	 4	 103
	 5	 102
	 6	 99
	 7	 97
	 8	 97
	 9	 97
	 10	 97
	 11	 95
	 12	 94
	 13	 94
	 14	 96
	 15	 98
	 16	 100
	 17	 103
	 18	 108
	 19	 111
	 20	 111
	 21	 110
	 22	 110
	 23	 109
	 24	 107
	 25	 109
	 26	 112
	 27	 111
	 28	 109
	 29	 112
	 30	 114
	 31	 111
	 32	 110
	 33	 112
	 34	 115
	 35	 115
	 36	 111
	 37	 112
	 38	 115
	 39	 113
	 40	 111
	 41	 112
	 42	 113
	 43	 114
	 44	 114
	 45	 113
	 46	 113
	 47	 112
	 48	 110
	 49	 115
	 50	 111
	 51	 108
	 52	 114
	 53	 114
	 54	 113
	 55	 117
	 56	 117
	 57	 116
	 58	 121
	 59	 119
	 60	 128
	 61	 174
	 62	 214
	 63	 216
	 64	 208
	 65	 211
	 66	 215
	 67	 212
	 68	 216
	 69	 217
	 70	 211
	 71	 218
	 72	 214
	 73	 213
	 74	 220
	 75	 178
	 76	 126
	 77	 118
	 78	 118
	 79	 117
	 80	 114
	 81	 111
	 82	 116
	 83	 116
	 84	 110
	 85	 117
	 86	 121
	 87	 110
	 88	 113
	 89	 115
	 90	 116
	 91	 115
	 92	 113
	 93	 113
	 94	 115
	 95	 118
	 96	 120
	 97	 118
	 98	 117
	 99	 115
	 100	 113
	 101	 115
	 102	 117
	 103	 115
	 104	 116
	 105	 118
	 106	 116
	 107	 116
	 108	 116
	 109	 116
	 110	 118
	 111	 115
	 112	 114
	 113	 113
	 114	 114
	 115	 116
	 116	 116
	 117	 114
	 118	 114
	 119	 117
	 120	 115
	 121	 115
	 122	 116
	 123	 119
	 124	 118
	 125	 113
	 126	 111
	 127	 112
	 128	 111
	 129	 116
	 130	 117
	 131	 116
	 132	 116
	 133	 115
	 134	 117
	 135	 122
	 136	 118
	 137	 114
	 138	 115
	 139	 117
	 140	 115
	 141	 115
	 142	 117
	 143	 117
	 144	 118
	 145	 116
	 146	 119
	 147	 118
	 148	 118
	 149	 121
	 150	 121
	 151	 124
	 152	 118
	 153	 116
	 154	 116
	 155	 116
	 156	 115
	 157	 116
	 158	 119
	 159	 119
	 160	 113
	 161	 114
	 162	 115
	 163	 115
	 164	 113
	 165	 113
	 166	 114
	 167	 116
	 168	 115
	 169	 115
	 170	 115
	 171	 114
	 172	 112
	 173	 112
	 174	 113
	 175	 114
	 176	 113
	 177	 117
	 178	 117
	 179	 116
	 180	 117
	 181	 116
	 182	 114
	 183	 115
	 184	 114
	 185	 116
	 186	 116
	 187	 113
	 188	 114
	 189	 116
	 190	 115
	 191	 110
	 192	 115
	 193	 115
	 194	 116
	 195	 117
	 196	 118
	 197	 118
	 198	 118
	 199	 118
	 200	 116
	 201	 117
	 202	 117
	 203	 114
	 204	 114
	 205	 115
	 206	 115
	 207	 113
	 208	 116
	 209	 116
	 210	 118
	 211	 119
	 212	 119
	 213	 117
	 214	 115
	 215	 113
	 216	 114
	 217	 113
	 218	 113
	 219	 113
	 220	 111
	 221	 110
	 222	 111
	 223	 112
	 224	 110
	 225	 111
	 226	 112
	 227	 112
	 228	 110
	 229	 108
	 230	 108
	 231	 109
	 232	 113
	 233	 109
	 234	 107
	 235	 108
	 236	 109
	 237	 108
	 238	 106
	 239	 106
	 240	 106
	 241	 107
	 242	 107
	 243	 106
	 244	 106
	 245	 107
	 246	 107
	 247	 106
	 248	 107
	 249	 108
	 250	 108
	 251	 107
	 252	 107
	 253	 107
	 254	 108
	 255	 109
	 256	 108
	 257	 105
	 258	 107
	 259	 107
	 260	 102
	 261	 103
	 262	 105
	 263	 103
	 264	 105
	 265	 105
	 266	 108
	 267	 106
	 268	 104
	 269	 104
	 270	 101
	 271	 104
	 272	 105
	 273	 104
	 274	 104
	 275	 104
	 276	 105
	 277	 106
	 278	 106
	 279	 106
	 280	 107
	 281	 106
	 282	 108
	 283	 106
	 284	 101
	 285	 102
	 286	 106
	 287	 107
	 288	 108
	 289	 109
	 290	 108
	 291	 107
	 292	 109
	 293	 108
	 294	 106
	 295	 107
	 296	 110
	 297	 105
	 298	 106
	 299	 109
	 300	 109
	 301	 110
	 302	 112
	 303	 113
	 304	 108
	 305	 108
	 306	 110
	 307	 111
	 308	 111
	 309	 114
	 310	 115
	 311	 112
	 312	 113
	 313	 110
	 314	 108
	 315	 108
	 316	 109
	 317	 109
	 318	 109
	 319	 110
	 320	 109
	 321	 111
	 322	 111
	 323	 109
	 324	 108
	 325	 110
	 326	 113
	 327	 115
	 328	 116
	 329	 117
	 330	 116
	 331	 114
	 332	 113
	 333	 113
	 334	 112
	 335	 110
	 336	 108
	 337	 110
	 338	 115
	 339	 116
	 340	 113
	 341	 114
	 342	 117
	 343	 117
	 344	 114
	 345	 114
	 346	 113
	 347	 114
	 348	 117
	 349	 115
	 350	 112
	 351	 112
	 352	 116
	 353	 114
	 354	 114
	 355	 113
	 356	 112
	 357	 114
	 358	 114
	 359	 111
	 360	 114
	 361	 116
	 362	 117
	 363	 114
	 364	 111
	 365	 110
	 366	 112
	 367	 115
	 368	 112
	 369	 111
	 370	 112
	 371	 113
	 372	 114
	 373	 117
	 374	 117
	 375	 113
	 376	 112
	 377	 113
	 378	 114
	 379	 115
	 380	 115
	 381	 114
	 382	 115
	 383	 117
	 384	 115
	 385	 117
	 386	 116
	 387	 116
	 388	 116
	 389	 113
	 390	 111
	 391	 113
	 392	 112
	 393	 115
	 394	 112
	 395	 109
	 396	 111
	 397	 113
	 398	 111
	 399	 111
	 400	 111
	 401	 111
	 402	 111
	 403	 110
	 404	 110
	 405	 111
	 406	 113
	 407	 114
	 408	 110
	 409	 111
	 410	 115
	 411	 110
	 412	 110
	 413	 111
	 414	 106
	 415	 110
	 416	 110
	 417	 110
	 418	 110
	 419	 110
	 420	 110
	 421	 110
	 422	 111
	 423	 112
	 424	 112
	 425	 108
	 426	 104
	 427	 103
	 428	 101
	 429	 99
	 430	 101
	 431	 105
	 432	 104
	 433	 103
	 434	 103
	 435	 105
	 436	 106
	 437	 108
	 438	 110
	 439	 112
	 440	 108
	 441	 113
	 442	 110
	 443	 111
	 444	 110
	 445	 110
	 446	 116
	 447	 112
	 448	 109
	 449	 112
	 450	 112
	 451	 110
	 452	 111
	 453	 110
	 454	 110
	 455	 113
	 456	 110
	 457	 107
	 458	 113
	 459	 112
	 460	 110
	 461	 112
	 462	 109
	 463	 112
	 464	 113
	 465	 114
	 466	 114
	 467	 111
	 468	 110
	 469	 114
	 470	 116
